"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Deebo Samuel","SF","2","WR","9","6","0","73","0","0","0","1","66.7","3.89","8.11","12.17","8.67","1","0","0","11.1","0","0","0","0","0","0","0","2","0","12","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","14.5","0.25","1.81"
"Cedrick Wilson","DAL","5","WR","1","1","0","3","0","0","0","0","100","1","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3","0.02","1.3"
"Brandon Powell","ATL","4","WR","6","5","0","25","0","0","0","0","83.3","1.5","4.17","5","3.8","1","1","0","16.7","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7.5","0.09","1.5"
"Trent Sherfield","ARZ","5","WR","6","4","0","44","0","0","0","0","66.7","12.33","7.33","11","6.5","3","1","0","50","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.4","0.15","2.1"
"Keke Coutee","HST","5","WR","32","27","2","362","1","2","0","2","84.4","10.09","11.31","13.41","5.07","8","6","2","25","22.2","100","4","2","12.5","7.4","100","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","78.2","0.35","2.9"
"Hunter Renfrow","LV","5","WR","27","18","0","147","0","0","0","1","66.7","5.26","5.44","8.17","4.28","4","1","0","14.8","5.6","0","1","0","3.7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","32.7","0.17","1.82"
"Steven Mitchell Jr.","HST","5","WR","8","5","0","60","0","0","0","0","62.5","13.38","7.5","12","1.8","3","3","0","37.5","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0.14","2.2"
"Mecole Hardman","KC","5","WR","23","12","0","126","0","1","0","2","52.2","11.35","5.48","10.5","7.5","7","3","1","30.4","25","100","2","1","8.7","8.3","100","2","0","15","0","0","0","7.5","10","1","0.5","1","1","0","50","0","0","0","0","0","0","0","32.1","0.22","2.29"
"Devin Duvernay","BLT","5","WR","3","2","0","2","0","0","0","0","66.7","3","0.67","1","4","1","1","0","33.3","50","0","0","0","0","0","0","2","0","29","0","0","0","14.5","12","1","0.5","0","0","0","0","0","0","0","0","0","0","0","5.1","0.05","1.27"
"Chad Beebe","MIN","5","WR","8","6","1","75","0","1","1","1","75","7","9.38","12.5","4.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.5","0.16","3.25"
"Zach Pascal","IND","5","WR","19","12","1","222","0","3","1","2","63.2","13.16","11.68","18.5","5.83","6","4","3","31.6","33.3","100","2","2","10.5","16.7","66.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.2","0.2","4.35"
"Greg Ward","PHI","5","WR","20","12","0","125","0","3","0","0","60","8.65","6.25","10.42","2.42","4","3","3","20","25","100","3","3","15","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.5","0.17","3.54"
"Gehrig Dieter","KC","2","WR","2","1","0","10","0","0","0","0","50","8","5","10","5","1","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.09","2"
"Jamal Agnew","DET","5","WR","4","4","0","41","0","0","0","0","100","1.25","10.25","10.25","9","1","1","0","25","25","0","0","0","0","0","0","3","0","18","0","0","0","6","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","9.9","0.16","1.41"
"Josh Reynolds","LA","5","WR","19","14","0","130","0","0","0","1","73.7","6.47","6.84","9.29","3.5","5","3","0","26.3","21.4","0","0","0","0","0","0","1","0","5","0","0","0","5","0","0","0","0","1","0","100","0","0","0","0","0","0","0","27.5","0.13","1.83"
"JuJu Smith-Schuster","PIT","5","WR","43","31","0","259","0","3","0","1","72.1","6.21","6.02","8.35","3.58","4","4","3","9.3","12.9","100","3","3","7","9.7","100","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","74.9","0.25","2.42"
"Tajae Sharpe","MIN","1","WR","1","0","0","0","0","0","0","0","0","44","0","0","0","1","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Donte Moncrief","NE","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","4","8","1","1","0","1","0","100","0","0","0","0","0","0","0","0.4","0.02","0.4"
"Jarvis Landry","CLV","4","WR","30","26","0","226","0","2","0","1","86.7","5.97","7.53","8.69","4.46","12","9","2","40","34.6","100","3","2","10","7.7","100","1","0","3","0","1","0","3","1","0","0","2","1","1","100","100","1","1","100","100","0","0","66.9","0.31","2.48"
"Keenan Allen","LAC","3","WR","23","15","0","117","0","1","0","0","65.2","7.3","5.09","7.8","2.2","6","3","1","26.1","20","100","2","1","8.7","6.7","100","1","0","-1","0","0","0","-1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","32.6","0.23","2.04"
"Robert Woods","LA","5","WR","41","29","0","257","0","1","0","2","70.7","5.98","6.27","8.86","4.07","6","4","1","14.6","13.8","100","1","1","2.4","3.4","100","4","1","40","0","0","0","10","1.25","0","0","0","0","0","0","0","0","0","0","0","0","0","64.7","0.21","1.96"
"Cole Beasley","BUF","4","WR","33","25","0","300","2","1","0","0","75.8","8.7","9.09","12","4.16","6","5","1","18.2","20","100","1","1","3","4","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","67","0.34","2.68"
"Golden Tate","NYG","3","WR","9","7","0","82","0","0","0","0","77.8","14.44","9.11","11.71","1.29","4","3","0","44.4","42.9","0","1","0","11.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.2","0.2","2.17"
"Larry Fitzgerald","ARZ","3","WR","14","11","0","73","0","1","0","0","78.6","7.64","5.21","6.64","1.82","3","3","1","21.4","27.3","100","1","1","7.1","9.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.3","0.14","2.21"
"John Hightower","PHI","2","WR","4","0","0","0","0","0","0","1","0","19.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0.1"
"Justin Watson","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Brandon Zylstra","CAR","4","WR","2","1","0","3","0","0","0","0","50","18.5","1.5","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","-1","0","0","0","1","0","100","0","0","0","0","0","0","0","1.4","0.03","0.7"
"Jalen Reagor","PHI","5","WR","20","12","0","174","0","0","0","0","60","13.85","8.7","14.5","8","6","1","0","30","8.3","0","2","0","10","0","0","3","0","20","0","0","0","6.67","2.67","0","0","0","0","0","0","0","0","0","0","0","0","0","31.4","0.16","2.09"
"Quez Watkins","PHI","4","WR","12","7","1","106","0","1","0","2","58.3","9.17","8.83","15.14","8.14","2","1","0","16.7","14.3","0","1","0","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23.6","0.24","3.37"
"K.J. Hamler","DEN","4","WR","10","5","1","106","0","2","1","2","50","14.6","10.6","21.2","5","3","2","2","30","40","100","0","0","0","0","0","3","0","16","0","0","0","5.33","0.33","0","0","0","0","0","0","0","0","0","0","0","0","0","29.2","0.21","3.65"
"Justin Jefferson","MIN","5","WR","50","36","1","482","3","1","0","0","72","10.52","9.64","13.39","4.56","13","6","1","26","16.7","100","4","1","8","2.8","100","1","0","2","0","0","0","2","4","0","0","1","0","0","0","0","0","0","0","0","1","2","99.4","0.29","2.69"
"Laviska Shenault Jr.","JAX","5","WR","36","25","0","246","0","4","0","1","69.4","7.89","6.83","9.84","3.88","8","4","4","22.2","16","100","5","3","13.9","12","75","6","0","31","0","0","0","5.17","3.67","3","0.5","0","0","0","0","0","0","0","0","0","0","0","76.7","0.36","2.47"
"Henry Ruggs III","LV","4","WR","12","9","1","140","0","1","1","1","75","15","11.67","15.56","2.89","2","1","1","16.7","11.1","100","1","0","8.3","0","0","2","0","7","0","0","0","3.5","2","1","0.5","2","0","0","0","0","0","0","0","0","0","0","29.7","0.16","2.7"
"Gabriel Davis","BUF","5","WR","26","13","2","245","1","3","1","2","50","18.19","9.42","18.85","4.31","12","5","3","46.2","38.5","100","5","1","19.2","7.7","33.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","58.5","0.19","4.5"
"Isaiah Coulter","HST","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"N'Keal Harry","NE","5","WR","15","9","0","96","0","1","0","1","60","14.13","6.4","10.67","0.89","4","2","1","26.7","22.2","100","1","1","6.7","11.1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.6","0.13","2.73"
"D.J. Moore","CAR","3","WR","27","16","2","269","2","0","0","0","59.3","15.85","9.96","16.81","5.06","9","3","0","33.3","18.8","0","2","0","7.4","0","0","1","0","1","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","49","0.3","2.88"
"Dante Pettis","NYG","2","WR","5","4","0","76","0","1","0","0","80","15.2","15.2","19","1.75","1","1","1","20","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.6","0.36","4.4"
"Nsimba Webster","LA","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Antonio Callaway","MIA","2","WR","2","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Jaleel Scott","NYJ","1","WR","1","1","0","16","0","0","0","0","100","13","16","16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","0.29","2.6"
"Travis Fulgham","PHI","5","WR","9","5","0","72","0","0","0","1","55.6","17.11","8","14.4","0.2","4","0","0","44.4","0","0","2","0","22.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.2","0.11","2.44"
"Equanimeous St. Brown","GB","5","WR","5","3","0","43","0","1","0","0","60","17.4","8.6","14.33","3.67","1","1","1","20","33.3","100","1","1","20","33.3","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.3","0.18","4.43"
"Riley Ridley","CHI","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Cam Sims","WAS","5","WR","31","19","1","232","0","0","0","3","61.3","10.65","7.48","12.21","7.21","8","3","0","25.8","15.8","0","1","0","3.2","0","0","1","0","5","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","42.7","0.13","2.14"
"Ray-Ray McCloud III","PIT","5","WR","5","5","0","-1","0","0","0","0","100","-1.8","-0.2","-0.2","1.6","1","1","0","20","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.9","0.17","0.98"
"Olabisi Johnson","MIN","5","WR","2","1","0","13","0","0","0","0","50","18","6.5","13","12","1","0","0","50","0","0","1","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3","0.04","2.3"
"Nick Westbrook-Ikhine","TEN","4","WR","3","1","0","19","0","0","0","0","33.3","11.33","6.33","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.9","0.06","2.9"
"Collin Johnson","JAX","3","WR","10","7","0","107","0","0","0","0","70","14.4","10.7","15.29","2.71","2","2","0","20","28.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","17.7","0.3","2.53"
"Denzel Mims","NYJ","4","WR","9","6","0","73","0","0","0","0","66.7","12.22","8.11","12.17","3.83","1","1","0","11.1","16.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","13.3","0.07","2.22"
"James Washington","PIT","5","WR","18","7","1","129","0","2","1","1","38.9","17.67","7.17","18.43","7.43","4","1","1","22.2","14.3","50","3","1","16.7","14.3","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.9","0.2","4.56"
"Christian Kirk","ARZ","4","WR","21","14","0","125","0","0","0","1","66.7","11.14","5.95","8.93","4.07","7","2","0","33.3","14.3","0","3","0","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.5","0.11","1.89"
"Malcolm Perry","MIA","4","WR","3","2","0","30","0","1","0","0","66.7","21.33","10","15","1.5","2","1","1","66.7","50","100","2","1","66.7","50","100","1","0","4","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11.4","0.25","3.8"
"Byron Pringle","KC","3","WR","6","4","0","52","0","1","0","0","66.7","8.83","8.67","13","6.5","2","2","1","33.3","50","100","1","1","16.7","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.2","0.26","3.8"
"Chase Claypool","PIT","5","WR","33","17","1","262","1","1","0","1","51.5","15.52","7.94","15.41","4.94","10","4","1","30.3","23.5","100","3","1","9.1","5.9","100","1","0","-6","0","0","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","51.6","0.26","2.87"
"Javon Wims","CHI","5","WR","4","1","0","13","0","0","0","1","25","19.5","3.25","13","1","3","1","0","75","100","0","0","0","0","0","0","1","0","2","0","0","0","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","2.5","0.02","1.25"
"Joe Reed","LAC","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Antonio Gandy-Golden","WAS","1","WR","3","0","0","0","0","0","0","0","0","20.67","0","0","0","1","0","0","33.3","0","0","1","0","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"KeeSean Johnson","ARZ","5","WR","14","11","1","137","0","0","0","0","78.6","9.64","9.79","12.45","3.45","2","1","0","14.3","9.1","0","1","0","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.7","0.16","2.25"
"J.J. Arcega-Whiteside","PHI","1","WR","3","2","0","40","0","0","0","0","66.7","15.33","13.33","20","1.5","1","1","0","33.3","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0.15","3"
"Michael Pittman Jr.","IND","5","WR","19","14","0","173","0","0","0","0","73.7","9.68","9.11","12.36","6.5","5","2","0","26.3","14.3","0","1","0","5.3","0","0","2","0","5","0","0","0","2.5","2.5","0","0","0","1","0","50","0","0","0","0","0","0","0","31.8","0.12","1.99"
"Juwan Johnson","NO","5","WR","6","3","0","34","0","0","0","1","50","8.83","5.67","11.33","6.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.4","0.06","2.13"
"K.J. Hill","LAC","5","WR","5","5","0","50","0","0","0","0","100","5.6","10","10","4.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0.19","2"
"KhaDarel Hodge","CLV","2","WR","2","2","0","25","0","0","0","0","100","11.5","12.5","12.5","1","2","2","0","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.5","0.13","2.25"
"Michael Gallup","DAL","5","WR","35","22","1","305","1","4","0","1","62.9","12.54","8.71","13.86","5","13","8","4","37.1","36.4","100","7","3","20","13.6","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.5","0.27","3.61"
"Deon Cain","PIT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Kendrick Bourne","SF","5","WR","23","17","1","255","0","1","1","2","73.9","11.22","11.09","15","4","6","5","1","26.1","29.4","100","2","1","8.7","5.9","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","48.5","0.22","2.85"
"Austin Carr","NO","2","WR","2","1","0","11","0","1","0","0","50","20","5.5","11","0","2","1","1","100","100","100","2","1","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.1","0.25","8.1"
"Tim Patrick","DEN","5","WR","20","15","0","179","0","3","0","0","75","8","8.95","11.93","6.07","4","3","3","20","20","100","1","1","5","6.7","33.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","50.9","0.21","3.39"
"Isaiah Ford","MIA","3","WR","15","10","0","92","0","0","0","1","66.7","11.6","6.13","9.2","2.1","3","3","0","20","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","19.2","0.13","1.92"
"David Moore","SEA","5","WR","13","8","1","86","0","1","0","1","61.5","10.38","6.62","10.75","5.5","4","1","1","30.8","12.5","100","3","1","23.1","12.5","100","2","0","14","0","0","0","7","6","2","1","0","0","0","0","0","0","0","0","0","0","0","24","0.15","2.4"
"Chad Hansen","HST","5","WR","22","17","0","236","1","1","0","2","77.3","11.82","10.73","13.88","2.06","3","2","1","13.6","11.8","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","49.6","0.17","2.92"
"Zay Jones","LV","5","WR","5","2","0","46","0","0","0","1","40","11.6","9.2","23","3","2","0","0","40","0","0","1","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.6","0.06","3.3"
"Mike Williams","LAC","5","WR","25","16","1","227","1","1","1","2","64","12.88","9.08","14.19","3.06","7","2","1","28","12.5","100","3","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.7","0.27","2.98"
"Corey Davis","TEN","5","WR","34","23","2","365","2","2","1","3","67.6","13.24","10.74","15.87","4.87","9","4","1","26.5","17.4","50","4","1","11.8","4.3","50","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","77.5","0.3","3.37"
"Marvin Hall","CLV","1","WR","2","1","0","12","0","0","0","0","50","16","6","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2","0.03","2.2"
"Jaydon Mickens","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Tommylee Lewis","NO","4","WR","2","0","0","0","0","0","0","1","0","21","0","0","0","1","0","0","50","0","0","1","0","50","0","0","2","0","14","0","0","0","7","10.5","1","0.5","0","0","0","0","0","0","0","0","0","0","0","1.4","0.08","0.7"
"Marcus Johnson","IND","2","WR","1","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Kalif Raymond","TEN","4","WR","2","0","0","0","0","0","0","0","0","20.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Marken Michel","CAR","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Rashard Higgins","CLV","4","WR","24","18","1","294","0","2","0","1","75","14.38","12.25","16.33","2.94","9","8","2","37.5","44.4","100","3","2","12.5","11.1","100","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","59.4","0.28","3.3"
"Chris Moore","BLT","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Sterling Shepard","NYG","5","WR","39","25","0","297","1","2","0","1","64.1","9.87","7.62","11.88","3.96","7","4","2","17.9","16","100","2","1","5.1","4","50","3","0","21","0","1","0","7","2","0","0","0","0","0","0","0","0","0","0","0","1","1","77.8","0.36","2.78"
"Jake Kumerow","NO","3","WR","1","1","0","22","0","1","0","0","100","24","22","22","0","1","1","1","100","100","100","1","1","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.2","0.71","9.2"
"DeAndre Carter","CHI","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Stefon Diggs","BUF","5","WR","55","47","2","590","3","4","1","0","85.5","11.09","10.73","12.55","4.68","12","9","3","21.8","19.1","75","2","1","3.6","2.1","25","1","0","1","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","139.1","0.47","2.9"
"Tyler Lockett","SEA","5","WR","40","30","0","283","0","2","0","1","75","8.25","7.08","9.43","3.63","7","3","2","17.5","10","100","4","2","10","6.7","100","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","70.3","0.25","2.34"
"Breshad Perriman","NYJ","5","WR","21","8","1","153","0","0","0","2","38.1","15.81","7.29","19.13","6.5","5","0","0","23.8","0","0","1","0","4.8","0","0","1","0","6","0","0","0","6","12","0","0","0","0","0","0","0","0","0","0","0","0","0","23.9","0.08","2.66"
"Jordan Matthews","SF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Sammy Watkins","KC","4","WR","17","12","0","161","0","0","0","2","70.6","10.18","9.47","13.42","5.75","2","1","0","11.8","8.3","0","1","0","5.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28.1","0.12","2.34"
"Adam Thielen","MIN","5","WR","31","25","0","279","0","3","0","1","80.6","9.55","9","11.16","3.68","7","4","3","22.6","16","100","5","3","16.1","12","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.9","0.2","2.84"
"Marvin Jones Jr.","DET","5","WR","45","33","1","475","3","4","1","0","73.3","15.58","10.56","14.39","2.39","13","9","4","28.9","27.3","100","4","2","8.9","6.1","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","113.5","0.4","3.44"
"Alshon Jeffery","PHI","4","WR","6","4","0","100","0","1","0","0","66.7","17.17","16.67","25","6.25","1","1","1","16.7","25","100","1","1","16.7","25","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0.14","5"
"Antonio Brown","TB","4","WR","33","25","1","315","1","4","1","0","75.8","7.79","9.55","12.6","7.12","10","6","4","30.3","24","100","5","2","15.2","8","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83.5","0.53","3.34"
"Emmanuel Sanders","NO","5","WR","34","25","1","309","0","2","0","3","73.5","9.85","9.09","12.36","3.6","7","6","2","20.6","24","100","3","2","8.8","8","100","1","0","12","0","0","0","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","69.1","0.31","2.66"
"Matthew Slater","NE","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"Craig Reynolds","JAX","1","RB","1","1","0","3","0","0","0","0","100","1","3","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7","0.57","0.85"
"Darwin Thompson","KC","1","RB","7","7","0","65","0","1","0","0","100","-3.29","9.29","9.29","12.57","1","1","1","14.3","14.3","100","0","0","0","0","0","14","0","45","0","1","0","3.21","2.21","3","0.21","1","3","1","21.4","100","1","1","7.1","100","0","0","30","0.61","1.43"
"Scottie Phillips","HST","2","RB","1","1","0","7","0","0","0","0","100","3","7","7","4","1","1","0","100","100","0","0","0","0","0","0","2","0","9","0","0","0","4.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","0","2.6","0.52","0.87"
"Antonio Gibson","WAS","3","RB","5","4","0","14","0","0","0","0","80","-1.2","2.8","3.5","5.75","0","0","0","0","0","0","0","0","0","0","0","31","0","150","0","0","0","4.84","3.06","7","0.23","0","2","0","6.5","0","1","0","3.2","0","0","0","20.4","0.33","0.58"
"Trenton Cannon","CAR","3","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.2","-0.02","-0.2"
"Jonathan Taylor","IND","5","RB","12","10","0","72","0","1","0","1","83.3","0.83","6","7.2","8","1","1","0","8.3","10","0","0","0","0","0","0","97","3","651","2","7","2","6.71","3.82","29","0.3","0","20","5","20.6","71.4","7","4","7.2","57.1","0","0","136.3","0.68","1.27"
"Salvon Ahmed","MIA","3","RB","6","5","0","25","0","0","0","0","83.3","-2.17","4.17","5","8","0","0","0","0","0","0","0","0","0","0","0","35","0","153","1","2","0","4.37","2.17","6","0.17","0","11","2","31.4","100","3","1","8.6","50","1","0","37.8","0.42","0.94"
"J.K. Dobbins","BLT","5","RB","2","1","0","17","0","0","0","1","50","-5","8.5","17","22","1","0","0","50","0","0","0","0","0","0","0","62","1","425","1","6","1","6.85","3.81","11","0.18","2","17","5","27.4","83.3","6","5","9.7","83.3","1","1","84.2","0.53","1.34"
